DEPARTMENT,DISTRICT,LOCALITY,YEAR,DATE,DISEASE,SPECIES_RAW,UTM_ZONE,UTM_HEMISPHERE,UTM_X,UTM_Y,LAT,LONG,GEOREFERENCING_TYPE,DATA_SOURCE,SPECIES_CLEAN,SPECIES_MATCHED,STATUS,CONFIDENCE,KINGDOM,PHYLUM,ORDER,FAMILY,GENUS,SPECIES,SPECIES_AI_Correct,Justification,Gemini_AI.app,GEOREFERENCING_TYPE_CLEAN,coordinateUncertaintyInMeters
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199495.234,434944.1046,-25.31969449,-57.64636791,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199495.234,434944.1046,-25.31969449,-57.64636791,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199495.234,434944.1046,-25.31969449,-57.64636791,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199495.234,434944.1046,-25.31969449,-57.64636791,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199484.847,434944.3853,-25.3197883,-57.64636562,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199484.847,434944.3853,-25.3197883,-57.64636562,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199484.847,434944.3853,-25.3197883,-57.64636562,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199484.847,434944.3853,-25.3197883,-57.64636562,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199475.021,434942.4202,-25.31987694,-57.64638561,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199475.021,434942.4202,-25.31987694,-57.64638561,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199475.021,434942.4202,-25.31987694,-57.64638561,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199475.021,434942.4202,-25.31987694,-57.64638561,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199475.021,434942.4202,-25.31987694,-57.64638561,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199475.021,434942.4202,-25.31987694,-57.64638561,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199475.021,434942.4202,-25.31987694,-57.64638561,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199432.06,434995.0579,-25.32026718,-57.64586471,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199432.06,434995.0579,-25.32026718,-57.64586471,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199432.06,434995.0579,-25.32026718,-57.64586471,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199432.06,434995.0579,-25.32026718,-57.64586471,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199432.06,434995.0579,-25.32026718,-57.64586471,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199432.06,434995.0579,-25.32026718,-57.64586471,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199428.233,434996.2226,-25.32030178,-57.64585332,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199428.233,434996.2226,-25.32030178,-57.64585332,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199428.233,434996.2226,-25.32030178,-57.64585332,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199428.233,434996.2226,-25.32030178,-57.64585332,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199428.233,434996.2226,-25.32030178,-57.64585332,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199428.233,434996.2226,-25.32030178,-57.64585332,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,ASUNCION,SAN_CAYETANO,2018,2018-07-20,DENGUE,AEDES AEGYPTI,21,S,7199428.233,434996.2226,-25.32030178,-57.64585332,ENCUESTAS_ENTOMOLOGICAS_PROFESIONALES_SIMPLIFICADO.XLS RECIPIENTES ZONA_2E2,Dataset_aedes_aegypti.csv,AEDES AEGYPTI,"Aedes aegypti (Linnaeus, 1762)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)","The species was originally described as Culex aegypti by Linnaeus in 1762. Over time, it was reassigned to the genus Aedes. Although Reinert et al. (2004) proposed elevating the subgenus Stegomyia to genus level (which would change the name to Stegomyia aegypti), the wider scientific community, particularly in medical entomology, opted to maintain the traditional classification to ensure nomenclatural stability. This position was solidified by Wilkerson et al. (2015), who argued for the retention of Aedes to avoid confusion in public health and clinical literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
